商品名,一般名詞,大分類,中分類,小分類（カテゴリ）,小分類（商品）,キーワード,店舗,価格（税込）,価格（税抜）,価格テキスト,JANコード,メーカー,在庫,画像URL,登録日時
丸美屋　贅を味わう　かに玉の素　淡雪仕立て　２～３人前,かに玉の素,食料品,その他加工食品,惣菜の素,その他加工食品,"['かに玉', '中華', '素', '調味料', '加工食品']",ダイエーネットスーパー,267.84,248.0,本体¥248.0 / 税込¥267.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/57/4902820208757_th.jpg,2025-12-27T21:05:18.762169+00:00
味の素　きょうの大皿　厚揚げそぼろ煮　１００ｇ,煮物,食料品,その他加工食品,惣菜・レトルト,その他加工食品,"['厚揚げ', 'そぼろ煮', '惣菜', '和風調味料']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/60/4901001963560_th.jpg,2025-12-27T21:04:25.917407+00:00
味の素　きょうの大皿　肉みそキャベツ用　１００ｇ,合わせ調味料,食料品,その他加工食品,合わせ調味料,その他加工食品,"['肉みそ', 'キャベツ', '調味料', '惣菜']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/97/4901001258697_th.jpg,2025-12-27T21:04:13.066527+00:00
味の素　きょうの大皿　豚もやし用　８０ｇ,合わせ調味料,食料品,その他加工食品,合わせ調味料,その他加工食品,"['合わせ調味料', '豚もやし', '味の素', 'きょうの大皿']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/65/4901001790265_th.jpg,2025-12-27T21:04:22.878135+00:00
味の素　きょうの大皿　豚バラ白菜用　１１０ｇ,合わせ調味料,食料品,その他加工食品,合わせ調味料,その他加工食品,"['合わせ調味料', '豚バラ白菜', '味の素', '惣菜の素']",ダイエーネットスーパー,162.0,150.0,本体¥150.0 / 税込¥162.0,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/14/4901001266814_th.jpg,2025-12-27T21:04:21.521708+00:00
和興商会　フライドオニオン　８０ｇ,フライドオニオン,食料品,その他加工食品,調味料,その他加工食品,"['フライドオニオン', '揚げ玉ねぎ', 'トッピング', '薬味']",ダイエーネットスーパー,138.24,128.0,本体¥128.0 / 税込¥138.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/82/4951418906582_th.jpg,2025-12-27T21:01:53.241643+00:00
明治　コーンソフト　バター入り　２８０ｇ,コーン,食料品,その他加工食品,ジャム・スプレッド,その他加工食品,"['コーン', 'バター', '缶詰', '加工食品', '野菜']",ダイエーネットスーパー,246.24,228.0,本体¥228.0 / 税込¥246.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/94/4902705097094_th.jpg,2025-12-27T19:38:53.355542+00:00
桃屋　江戸むらさき　梅ぼしのり　１０５ｇ,梅ぼしのり,食料品,その他加工食品,ごはんのお供,その他加工食品,"['桃屋', '江戸むらさき', '梅ぼしのり', 'ごはんのお供', '佃煮']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/36/4902880010536_th.jpg,2025-12-27T21:09:08.343865+00:00
永谷園　かに味チャーハンの素　６．８ｇ×３袋入,チャーハンの素,食料品,その他加工食品,調味料,その他加工食品,"['チャーハンの素', 'かに味', '永谷園', 'レトルト', '中華']",ダイエーネットスーパー,127.44,118.0,本体¥118.0 / 税込¥127.44,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/33/4902388057033_th.jpg,2025-12-27T21:05:20.385843+00:00
永谷園　五目焼きビーフン　鶏ガラ醤油味　３人前,ビーフン,食料品,その他加工食品,パスタ,その他加工食品,"['ビーフン', '焼きビーフン', '永谷園', '鶏ガラ醤油味', '乾麺']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/61/4902388500461_th.jpg,2025-12-27T21:05:31.85782+00:00
永谷園　広東風かに玉　２人前,かに玉の素,食料品,その他加工食品,惣菜の素,その他加工食品,"['かに玉', '中華惣菜', '永谷園', 'レトルト', '惣菜']",ダイエーネットスーパー,213.84,198.0,本体¥198.0 / 税込¥213.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/39/4902388054339_th.jpg,2025-12-27T21:05:14.205331+00:00
永谷園　広東風ニラ玉　２人前,中華惣菜,食料品,その他加工食品,惣菜の素,その他加工食品,"['永谷園', 'ニラ玉', '中華惣菜', '簡単調理']",ダイエーネットスーパー,213.84,198.0,本体¥198.0 / 税込¥213.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/29/4902388055329_th.jpg,2025-12-27T21:05:14.451886+00:00
永谷園　焼豚チャーハンの素　９ｇ×３袋入,チャーハンの素,食料品,その他加工食品,惣菜の素,その他加工食品,"['チャーハン', '素', '永谷園', 'ごはん']",ダイエーネットスーパー,127.44,118.0,本体¥118.0 / 税込¥127.44,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/40/4902388057040_th.jpg,2025-12-27T21:05:20.734066+00:00
沖縄ハム総合食品　オキハム　タコライス　３人前　２４０ｇ,タコライス,食料品,その他加工食品,惣菜・レトルト,その他加工食品,"['タコライス', '沖縄', '加工食品', 'ミートソース']",ダイエーネットスーパー,753.84,698.0,本体¥698.0 / 税込¥753.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/13/4964134410813_th.jpg,2025-12-27T21:04:35.354762+00:00
ＴＰ　ブラックオリーブ　３４０ｇ,オリーブ,食料品,その他加工食品,オリーブ,オリーブ,"['オリーブ', 'ブラックオリーブ', '缶詰', '加工食品', '惣菜']",ダイエーネットスーパー,408.24,378.0,本体¥378.0 / 税込¥408.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/30/8410193032030_th.jpg,2025-12-27T21:07:59.007265+00:00
エバラ食品　キムチ鍋の素　３００ｍｌ,鍋の素,食料品,その他加工食品,キムチ,キムチ,"['キムチ鍋の素', '鍋の素', 'エバラ食品', '調味料', '鍋']",ダイエーネットスーパー,267.84,248.0,本体¥248.0 / 税込¥267.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/71/4901108016671_th.jpg,2025-12-27T21:06:21.467625+00:00
トップバリュ　ベストプライス　だし香るキムチ鍋つゆ　３～４人前　７５．．．,鍋つゆ,食料品,その他加工食品,キムチ,キムチ,"['キムチ鍋つゆ', '鍋の素', '調味料', '惣菜', 'トップバリュ']",ダイエーネットスーパー,213.84,198.0,本体¥198.0 / 税込¥213.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/30/4549414629330_th.jpg,2025-12-27T21:06:00.680452+00:00
ミツカン　〆まで美味しい　キムチ鍋つゆ　ストレート　７５０ｇ,鍋つゆ,食料品,その他加工食品,キムチ,キムチ,"['鍋つゆ', 'キムチ鍋', '〆まで美味しい', 'ストレート', 'ミツカン']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/31/4902106649731_th.jpg,2025-12-27T21:06:03.778846+00:00
桃屋　キムチの素　１９０ｇ,キムチの素,食料品,その他加工食品,キムチ,キムチ,"['キムチの素', '調味料', '韓国料理', '桃屋']",ダイエーネットスーパー,257.04,238.0,本体¥238.0 / 税込¥257.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/59/4902880070059_th.jpg,2025-12-27T21:01:00.107386+00:00
ユウキ食品　ココナッツミルク　４００ｇ,ココナッツミルク,食料品,その他加工食品,ココナッツミルク,ココナッツミルク,"['ココナッツミルク', '缶詰', 'エスニック', '料理', 'ユウキ食品']",ダイエーネットスーパー,375.84,348.0,本体¥348.0 / 税込¥375.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/25/4903024006125_th.jpg,2025-12-27T21:04:10.962608+00:00
トップバリュ　果肉を楽しむフルーツソース　マンゴー　１８５ｇ,フルーツソース,食料品,その他加工食品,ジャム・スプレッド,ジャム・スプレッド,"['フルーツソース', 'マンゴー', 'トップバリュ', 'デザートソース']",ダイエーネットスーパー,203.04,188.0,本体¥188.0 / 税込¥203.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/24/4549414453324_th.jpg,2025-12-27T19:37:19.605954+00:00
トップバリュ　べストプライス　いろいろな料理に使える　スパイスブレン．．．,スパイス,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', '調味料', '料理用', 'ミックス']",ダイエーネットスーパー,300.24,278.0,本体¥278.0 / 税込¥300.24,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/05/4549414077605_th.jpg,2025-12-27T21:03:14.011682+00:00
ハウス食品　スパイスクッキング　ジャークチキン　１０．２ｇ,スパイスミックス,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', 'ジャークチキン', 'シーズニング', '調味料', 'ハウス食品']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/14/0000045137914_th.jpg,2025-12-27T21:03:11.08828+00:00
ハウス食品　スパイスクッキング　タコライス　１４ｇ,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['タコライス', 'スパイス', 'シーズニング', 'ハウス食品']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/98/0000049715798_th.jpg,2025-12-27T21:03:12.882765+00:00
ハウス食品　スパイスクッキング　タンドリーチキン　１１ｇ,タンドリーチキン,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', 'タンドリーチキン', 'ハウス食品', '料理キット']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/27/0000049715927_th.jpg,2025-12-27T21:03:13.168288+00:00
ハウス食品　スパイスクッキングバルメニュー　ガーリックシュリン　９．．．．,スパイスミックス,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', 'ガーリックシュリンプ', 'ミックス', '調味料']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/96/0000049716696_th.jpg,2025-12-27T21:03:13.614728+00:00
Ｓ＆Ｂ　旬の香り　糸切り唐辛子　５．５ｇ,糸切り唐辛子,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['糸切り唐辛子', '唐辛子', 'スパイス', '香辛料', 'S&B']",ダイエーネットスーパー,278.64,258.0,本体¥258.0 / 税込¥278.64,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/40/4901002169640_th.jpg,2025-12-27T21:02:37.054876+00:00
Ｓ＆Ｂ　菜館　松の実　１５ｇ,松の実,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['松の実', '菜館', 'Ｓ＆Ｂ', 'スパイス', '香辛料']",ダイエーネットスーパー,321.84,298.0,本体¥298.0 / 税込¥321.84,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/85/4901002187385_th.jpg,2025-12-27T21:05:42.329683+00:00
Ｓ＆Ｂ　菜館　糸切り唐辛子　３ｇ,糸切り唐辛子,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['唐辛子', 'スパイス', '調味料', '料理', '辛味']",ダイエーネットスーパー,203.04,188.0,本体¥188.0 / 税込¥203.04,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/93/4901002187293_th.jpg,2025-12-27T21:05:41.623315+00:00
Ｓ＆Ｂ　ＯＲＧＡＮＩＣ　ＳＰＩＣＥ　袋入り　有機ナツメッグ　パウダー．．．,ナツメグ,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', '香辛料', 'ナツメグ', 'パウダー', '有機']",ダイエーネットスーパー,280.8,260.0,本体¥260.0 / 税込¥280.8,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/65/4901002184865_th.jpg,2025-12-27T21:03:02.53428+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　アンチョビポテト　８ｇ,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['シーズニング', 'スパイス', 'ハーブ', 'アンチョビ', 'ポテト']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/77/4901002141677_th.jpg,2025-12-27T21:03:18.678065+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　ガパオ　１４ｇ　,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['ガパオ', 'シーズニング', 'スパイス', 'エスビー']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/59/4901002145859_th.jpg,2025-12-27T21:03:20.155345+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　サーモンのハーブステーキ　．．．,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['スパイス', 'ハーブ', 'シーズニング', 'サーモン']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/45/4901002132545_th.jpg,2025-12-27T21:03:16.277947+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　ジャンバラヤ　１７ｇ,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['シーズニング', 'ジャンバラヤ', 'スパイス', 'ハーブ', '調味料']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/48/4901002115548_th.jpg,2025-12-27T21:03:14.687794+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　タンドリーチキン　１２ｇ,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['シーズニング', 'タンドリーチキン', 'スパイス', 'ハーブ', 'カレー']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/86/4901002115586_th.jpg,2025-12-27T21:03:15.310096+00:00
Ｓ＆Ｂ　ＳＰＩＣＥ＆ＨＥＲＢシーズニング　チキンケバブ　１４．４ｇ,シーズニング,食料品,その他加工食品,スパイス・香辛料,スパイス・香辛料,"['シーズニング', 'スパイス', 'ハーブ', 'チキンケバブ', '調味料']",ダイエーネットスーパー,125.28,116.0,本体¥116.0 / 税込¥125.28,,,True,https://netsuper.daiei.co.jp/common/parts/data/item/36/4901002188436_th.jpg,2025-12-27T21:03:34.026506+00:00
